Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8
-1.418,1.462,-0.847,0.489,-1.038,-0.585,0.818,0.702,0.046
-0.853,2.482,-0.847,0.489,-1.038,-0.555,-0.717,0.702,0.893
-1.418,1.462,-0.847,0.489,-1.038,-0.585,0.818,-0.612,-1.326
0.231,1.502,-0.847,1.027,-1.038,-0.097,-1.778,-0.675,-1.297
-0.432,0.963,-0.847,0.489,-1.038,-0.004,-0.305,0.702,0.716
-1.654,1.026,-0.847,1.027,-1.038,-0.447,0.941,-0.675,-2.004
-1.188,1.879,-0.847,0.489,-1.038,-0.483,0.095,-0.612,-1.133
0.065,1.369,-0.847,0.489,-1.038,-0.526,-0.696,-0.612,-0.736
-0.662,0.781,-0.847,1.027,-1.038,0.006,-0.294,-0.675,-1.736
-0.662,0.781,-0.847,1.027,-1.038,0.006,-0.294,0.702,0.232
-1.226,0.326,-0.847,0.489,-1.038,-1.092,2.114,-0.28,-1.069
-0.432,0.963,-0.847,0.489,-1.038,-0.004,-0.305,-0.28,-0.176
-1.58,1.149,-0.847,0.489,-1.038,-0.812,1.476,-0.28,-0.806
-0.931,0.564,-0.847,1.027,-1.038,-0.176,0.33,-0.612,-1.498
-1.654,1.026,-0.847,1.027,-1.038,-0.447,0.941,-0.612,-1.682
-0.743,2.682,-0.847,1.027,-1.038,-0.122,-1.791,-0.28,0.351
-0.743,2.682,-0.847,1.027,-1.038,-0.122,-1.791,-0.675,-1.572
-1.418,1.462,-0.847,0.489,-1.038,-0.585,0.818,-0.675,-1.732
0.065,1.369,-0.847,0.489,-1.038,-0.526,-0.696,0.702,0.88
-0.777,0.685,-0.847,0.489,-1.038,-0.097,0.407,-0.612,-1.117
-0.777,0.685,-0.847,0.489,-1.038,-0.097,0.407,-0.28,-0.322
-0.296,1.077,-0.847,1.027,-1.038,0.06,-0.991,-0.675,-1.562
-1.517,1.275,-0.847,1.027,-1.038,-0.189,0.331,-0.675,-1.945
-1.226,0.326,-0.847,0.489,-1.038,-1.092,2.114,0.702,-0.568
-0.777,0.685,-0.847,0.489,-1.038,-0.097,0.407,0.702,0.445
-1.58,1.149,-0.847,0.489,-1.038,-0.812,1.476,-0.675,-1.768
-1.035,0.488,-0.847,0.489,-1.038,-0.336,1.038,0.702,-0.222
-0.296,1.077,-0.847,1.027,-1.038,0.06,-0.991,-0.28,0.069
0.231,1.502,-0.847,1.027,-1.038,-0.097,-1.778,0.702,1.124
-0.853,2.482,-0.847,0.489,-1.038,-0.555,-0.717,-0.612,-0.858
-1.188,1.879,-0.847,0.489,-1.038,-0.483,0.095,-0.675,-1.564
-1.226,0.326,-0.847,0.489,-1.038,-1.092,2.114,-0.612,-1.643
-1.338,1.601,-0.847,1.027,-1.038,-0.014,-0.313,0.702,0.23
-1.58,1.149,-0.847,0.489,-1.038,-0.812,1.476,-0.612,-1.54
-1.338,1.601,-0.847,1.027,-1.038,-0.014,-0.313,-0.675,-1.855
-1.517,1.275,-0.847,1.027,-1.038,-0.189,0.331,-0.612,-1.524
-1.094,2.043,-0.847,1.027,-1.038,0.034,-1.01,0.702,0.464
-0.743,2.682,-0.847,1.027,-1.038,-0.122,-1.791,0.702,0.961
0.276,-0.856,-0.847,0.489,-1.038,0.503,0.704,-0.675,-1.435
0.276,-0.856,-0.847,0.489,-1.038,0.503,0.704,-0.612,-1.112
0.276,-0.856,-0.847,0.489,-1.038,0.503,0.704,-0.28,-0.478
0.276,-0.856,-0.847,0.489,-1.038,0.503,0.704,0.702,-0.003
0.276,-0.856,-0.847,0.489,-1.038,0.503,0.704,1.177,0.173
0.477,-0.856,-0.847,0.489,-1.038,0.67,0.591,-0.675,-1.288
0.477,-0.856,-0.847,0.489,-1.038,0.67,0.591,-0.612,-1.1
0.477,-0.856,-0.847,0.489,-1.038,0.67,0.591,-0.28,-0.244
0.477,-0.856,-0.847,0.489,-1.038,0.67,0.591,0.702,0.125
0.477,-0.856,-0.847,0.489,-1.038,0.67,0.591,1.177,0.213
0.649,-0.856,-0.847,0.489,-1.038,1.069,0.442,-0.675,-1.194
0.649,-0.856,-0.847,0.489,-1.038,1.069,0.442,-0.612,-1.605
0.649,-0.856,-0.847,0.489,-1.038,1.069,0.442,-0.28,-0.132
0.649,-0.856,-0.847,0.489,-1.038,1.069,0.442,0.702,0.29
0.649,-0.856,-0.847,0.489,-1.038,1.069,0.442,1.177,0.302
-0.413,-0.856,-0.847,0.208,-1.038,1.879,0.192,-0.612,-1.423
-0.413,-0.856,-0.847,0.208,-1.038,1.879,0.192,-0.28,-1.094
0.142,-0.856,-0.847,0.208,-1.038,1.506,-0.057,-0.612,-1.012
0.142,-0.856,-0.847,0.208,-1.038,1.506,-0.057,-0.28,-0.637
0.152,-0.856,-0.847,0.208,-1.038,0.863,-0.494,-0.612,-0.291
1.903,-0.856,-0.847,0.489,-1.038,-0.475,-0.656,-0.28,0.483
1.903,-0.856,-0.847,0.489,-1.038,-0.475,-0.656,0.702,1.105
1.108,-0.856,-0.847,0.208,-1.038,0.863,-0.494,-0.28,0.067
-0.002,-0.856,-0.847,0.208,-1.038,1.686,0.005,-0.612,-1.276
-0.002,-0.856,-0.847,0.161,-1.038,1.686,0.005,-0.28,-0.801
2.094,-0.856,-0.847,0.863,-1.038,1.956,-2.003,-0.707,-1.388
2.094,-0.856,-0.847,0.863,-1.038,1.956,-2.003,-0.675,-0.584
2.094,-0.856,-0.847,0.863,-1.038,1.956,-2.003,-0.612,-0.156
2.094,-0.856,-0.847,0.863,-1.038,1.956,-2.003,-0.501,0.067
2.094,-0.856,-0.847,0.863,-1.038,1.956,-2.003,-0.28,0.495
2.477,-0.856,-0.847,-0.401,-1.038,1.956,-2.003,-0.612,1.005
2.477,-0.856,-0.847,-0.401,-1.038,1.956,-2.003,-0.501,1.433
2.477,-0.856,-0.847,-0.401,-1.038,1.956,-2.003,-0.28,1.885
2.477,-0.856,-0.847,-0.401,-1.038,1.956,-2.003,0.702,2.026
2.477,-0.856,-0.847,-0.401,-1.038,1.956,-2.003,2.127,2.143
2.477,-0.856,-0.847,-0.401,-1.038,1.956,-2.003,3.551,2.296
0.659,-0.856,-0.847,1.004,-1.038,0.014,0.018,-0.612,-1.059
0.659,-0.856,-0.847,1.004,-1.038,0.014,0.018,-0.501,-0.795
0.659,-0.856,-0.847,1.004,-1.038,0.014,0.018,-0.28,-0.508
0.659,-0.856,-0.847,1.004,-1.038,0.014,0.018,0.164,-0.35
0.659,-0.856,-0.847,1.004,-1.038,0.014,0.018,0.702,-0.267
0.659,-0.856,-0.847,1.004,-1.038,0.014,0.018,2.127,-0.185
0.994,-0.856,-0.847,0.208,-1.038,-0.089,-0.132,-0.707,-1.769
0.994,-0.856,-0.847,0.208,-1.038,-0.089,-0.132,-0.675,-1.264
0.994,-0.856,-0.847,0.208,-1.038,-0.089,-0.132,-0.612,-0.754
0.994,-0.856,-0.847,0.208,-1.038,-0.089,-0.132,-0.501,-0.473
0.994,-0.856,-0.847,0.208,-1.038,-0.089,-0.132,-0.28,-0.267
0.477,-0.856,-0.847,0.489,-1.038,0.065,0.641,2.127,0.19
0.477,-0.856,-0.847,0.489,-1.038,0.065,0.641,4.976,0.325
0.649,-0.856,-0.847,0.489,-1.038,0.953,0.404,-0.675,-1.247
0.477,-0.856,-0.847,0.489,-1.038,0.065,0.641,-0.675,-1.335
0.965,-0.856,-0.847,0.208,-1.038,0.953,-0.431,-0.612,-0.707
0.965,-0.856,-0.847,0.208,-1.038,0.953,-0.431,-0.28,0.096
0.965,-0.856,-0.847,0.208,-1.038,1.776,0.13,-0.612,-1.458
-0.002,-0.856,-0.847,0.208,-1.038,1.686,0.005,-0.28,-0.801
0.553,-0.856,-0.847,0.161,-1.038,1.236,-0.244,-0.612,-0.877
0.553,-0.856,-0.847,0.161,-1.038,1.236,-0.244,-0.28,-0.238
0.132,-0.856,-0.847,0.161,-1.038,1.236,-0.057,-0.612,-1.258
0.132,-0.856,-0.847,0.161,-1.038,1.236,-0.057,-0.28,-0.637
-0.413,-0.856,-0.847,0.161,-1.038,1.866,0.192,-0.28,-1.094
0.142,-0.856,-0.847,0.489,-1.038,1.441,-0.107,-0.612,-1.294
0.142,-0.856,-0.847,0.489,-1.038,1.441,-0.107,-0.28,-0.848
0.142,-0.856,-0.847,0.489,-1.038,1.441,-0.107,0.702,-0.385
0.477,-0.856,-0.847,0.489,-1.038,-1.208,0.641,-0.675,-1.335
0.477,-0.856,-0.847,0.489,-1.038,0.065,0.641,-0.612,-1.17
0.477,-0.856,-0.847,0.489,-1.038,0.065,0.641,-0.28,-0.262
0.477,-0.856,-0.847,0.489,-1.038,0.065,0.641,0.702,0.085
0.649,-0.856,-0.847,0.489,-1.038,0.953,0.404,-0.612,-1.059
0.649,-0.856,-0.847,0.489,-1.038,0.953,0.404,-0.28,-0.185
0.649,-0.856,-0.847,0.489,-1.038,0.953,0.404,0.702,0.22
0.649,-0.856,-0.847,0.489,-1.038,0.953,0.404,2.127,0.313
0.649,-0.856,-0.847,0.489,-1.038,0.953,0.404,4.976,0.378
0.199,-0.856,-0.847,1.004,-1.038,0.014,0.542,-0.501,-1.059
0.199,-0.856,-0.847,1.004,-1.038,0.014,0.542,2.127,-0.543
2.333,-0.856,-0.847,0.348,-1.038,1.956,-2.003,2.127,1.563
2.094,-0.856,-0.847,0.863,-1.038,1.956,-2.003,0.702,0.683
2.094,-0.856,-0.847,0.863,-1.038,1.956,-2.003,2.127,0.911
2.094,-0.856,-0.847,0.863,-1.038,1.956,-2.003,3.551,1.158
2.477,-0.856,-0.847,-0.401,-1.038,1.956,-2.003,-0.675,0.348
-0.279,-0.856,-0.847,0.161,-1.038,1.776,0.13,-0.612,-1.323
-0.279,-0.856,-0.847,0.161,-1.038,1.776,0.13,-0.28,-0.965
0.553,-0.856,-0.847,0.161,-1.038,1.12,-0.244,-0.28,-0.25
1.07,-0.856,-0.847,0.489,-1.038,-0.423,-0.194,-0.675,-1.0
1.07,-0.856,-0.847,0.489,-1.038,-0.423,-0.194,-0.28,0.225
1.07,-0.856,-0.847,0.489,-1.038,-0.423,-0.194,0.702,0.777
0.965,-0.856,-0.847,0.161,-1.038,0.953,-0.431,-0.612,-0.707
0.965,-0.856,-0.847,0.161,-1.038,0.953,-0.431,-0.28,0.096
-0.279,-0.856,-0.847,0.208,-1.038,1.776,0.13,-0.612,-1.458
-0.279,-0.856,-0.847,0.161,-1.038,1.776,0.13,-0.28,-0.965
0.276,-0.856,-0.847,0.489,-1.038,-0.038,0.953,-0.612,-1.247
0.276,-0.856,-0.847,0.489,-1.038,-0.038,0.953,-0.28,-0.473
0.276,-0.856,-0.847,0.489,-1.038,-0.038,0.953,0.702,-0.068
0.276,-0.856,-0.847,0.489,-1.038,-0.038,0.953,2.127,0.09
0.276,-0.856,-0.847,0.489,-1.038,-0.038,0.953,4.976,0.137
2.333,-0.856,-0.847,0.348,-1.038,1.956,-2.003,-0.675,-0.121
2.333,-0.856,-0.847,0.348,-1.038,1.956,-2.003,-0.612,0.395
2.333,-0.856,-0.847,0.348,-1.038,1.956,-2.003,-0.501,0.753
2.333,-0.856,-0.847,0.348,-1.038,1.956,-2.003,-0.28,1.205
2.333,-0.856,-0.847,0.348,-1.038,1.956,-2.003,0.702,1.375
2.333,-0.856,-0.847,0.348,-1.038,1.956,-2.003,3.551,1.873
0.391,-0.856,-0.847,1.004,-1.038,0.014,0.33,-0.501,-0.901
0.391,-0.856,-0.847,1.004,-1.038,0.014,0.33,-0.28,-0.637
0.391,-0.856,-0.847,1.004,-1.038,0.014,0.33,2.127,-0.373
0.199,-0.856,-0.847,1.004,-1.038,0.014,0.542,-0.28,-0.842
1.108,-0.856,-0.847,0.161,-1.038,0.863,-0.494,-0.28,0.196
1.903,-0.856,-0.847,0.489,-1.038,-0.475,-0.656,-0.675,-0.684
2.304,-0.856,-0.847,-1.665,-1.038,-0.989,1.527,-0.612,0.88
2.304,-0.856,-0.847,-1.665,-1.038,-0.989,1.527,-0.28,2.345
-0.078,0.361,0.435,1.331,0.468,-0.886,-1.167,-0.28,0.081
-1.14,1.346,1.466,-0.12,2.142,-1.735,-0.406,-0.28,-0.123
-1.217,0.813,0.903,1.8,0.636,-0.642,-1.442,-0.28,-1.156
-1.284,0.476,0.544,0.957,0.468,-1.452,0.691,-0.28,-0.948
-1.236,1.207,1.325,-0.635,1.975,-0.372,-0.98,-0.28,0.032
0.276,0.801,0.888,-0.635,2.644,-0.758,-1.529,-0.28,-0.128
-1.313,-0.856,1.888,-1.104,1.975,-0.385,0.878,-0.28,-1.221
0.218,0.766,-0.847,1.519,-0.034,-1.002,-0.643,-0.28,-0.144
0.888,-0.856,-0.847,0.395,0.133,0.515,-0.544,-0.28,0.194
-1.169,0.87,0.966,-0.307,1.473,-0.256,-0.668,-0.28,-0.487
-1.226,1.914,-0.847,0.863,-0.034,0.374,-1.117,-0.28,-0.537
0.276,0.801,-0.847,-0.635,0.636,-0.758,0.379,-0.28,0.568
0.228,-0.856,0.716,0.676,0.636,-0.179,-0.855,-0.28,-0.341
-1.246,-0.856,2.028,-0.682,0.97,0.233,-0.02,-0.28,-1.212
-1.332,1.079,1.185,-0.354,0.803,-1.156,0.142,-0.28,0.526
0.161,0.731,0.825,0.91,-0.034,-1.221,-1.479,-0.28,1.06
0.381,1.044,-0.847,0.395,-0.201,-1.324,0.005,-0.28,1.281
0.812,1.311,-0.847,0.442,0.133,-1.915,-0.207,-0.28,1.801
-0.011,0.639,0.716,-0.448,0.468,-1.902,0.392,-0.28,1.018
-0.279,0.268,0.341,0.582,0.301,-1.774,0.591,-0.28,-0.145
-1.112,-0.856,1.497,0.02,0.97,0.644,-0.556,-0.28,-1.065
-1.198,1.96,-0.847,-0.073,0.803,0.631,-0.943,-0.28,0.092
-1.159,1.323,1.435,1.004,0.803,-1.851,-0.793,-0.28,-0.178
0.161,-0.856,0.825,0.208,-0.034,-1.208,0.517,-0.28,0.408
0.352,-0.856,1.122,1.331,-0.034,-1.439,-0.456,-0.28,0.254
0.056,0.546,0.622,0.301,0.468,-0.886,-0.968,-0.28,0.367
0.429,1.068,-0.847,-0.354,0.468,-1.169,0.205,-0.28,1.521
0.716,-0.856,1.372,0.535,0.803,-2.211,0.055,-0.28,0.302
-1.427,1.543,1.669,-0.12,-0.201,-1.362,-0.469,-0.28,-0.151
0.391,0.87,-0.847,0.208,0.301,-0.282,-0.805,-0.28,0.994
-1.121,-0.856,2.278,-0.027,1.138,-1.594,0.903,-0.28,-1.241
0.314,-0.856,0.919,-0.542,0.636,-0.616,0.118,-0.28,0.158
0.381,-0.856,1.153,0.02,0.803,-1.324,0.08,-0.28,0.086
-1.351,1.044,1.153,2.596,-0.034,-1.337,-1.467,-0.28,-0.035
0.065,0.546,-0.847,-0.214,0.133,-0.835,0.691,-0.28,0.378
0.161,-0.856,0.825,1.331,0.803,-1.195,-0.369,-0.28,-0.236
-0.155,0.43,0.497,0.629,-0.034,-1.8,0.205,-0.28,0.343
-1.159,2.041,-0.847,-0.635,0.97,0.978,-1.067,-0.28,0.218
-1.102,2.157,-0.847,0.067,1.138,-1.465,0.666,-0.28,0.125
-0.049,0.488,0.56,-0.073,0.468,-1.324,-0.07,-0.28,0.506
0.391,-0.856,0.966,0.676,0.636,-1.992,0.492,-0.28,-0.278
-1.265,0.755,0.856,0.535,-0.034,-1.041,0.08,-0.28,-0.726
-1.169,1.311,-0.847,-0.261,0.803,0.22,0.192,-0.28,-0.183
-0.193,0.303,0.372,0.91,0.468,-1.401,-0.157,-0.28,-0.205
-0.423,0.21,0.263,3.064,-0.034,-1.542,-0.98,-0.28,-0.43
0.305,-0.856,0.919,-0.167,0.301,0.374,-1.055,-0.28,0.059
-1.207,1.265,-0.847,0.535,0.468,0.953,-0.955,-0.28,-1.05
-1.293,1.809,-0.847,0.957,-0.536,-1.877,1.228,-0.28,-0.165
0.142,-0.856,0.825,1.847,0.803,-1.98,0.055,-0.28,-0.263
-1.418,1.577,-0.847,0.676,-0.536,-0.308,0.267,-0.28,-0.287
0.305,0.824,-0.847,-0.167,0.301,-1.362,0.629,-0.28,0.513
-1.236,-0.856,0.903,0.114,0.301,0.245,0.529,-0.28,-1.415
-1.226,0.824,0.919,-0.167,0.301,0.374,-1.055,-0.28,-0.614
-1.351,0.685,0.763,0.863,0.133,-0.732,-0.257,-0.28,0.037
-1.265,1.879,-0.847,-0.261,1.138,-1.619,1.489,-0.28,-0.171
0.18,-0.856,1.028,1.425,0.636,-1.221,-0.568,-0.28,-0.717
-1.226,0.824,0.919,-0.167,0.301,-1.362,0.629,-0.28,-0.574
-1.274,-0.856,1.294,-1.104,1.64,0.374,0.704,-0.28,-1.069
0.429,-0.856,1.31,0.816,0.803,-2.211,0.23,-0.28,0.291
-1.226,0.824,-0.847,-0.167,0.301,0.348,0.604,-0.28,-1.006
-0.183,0.43,0.497,0.629,-0.201,-1.002,-0.506,-0.28,-0.126
-1.179,-0.856,2.2,1.8,0.803,-0.964,-0.756,-0.28,-1.633
-1.246,-0.856,2.044,-0.682,1.64,1.3,-1.192,-0.28,-1.338
-0.078,-0.856,0.56,0.816,0.803,-0.539,-0.144,-0.28,-0.214
-1.265,0.511,0.591,0.067,0.133,-0.256,0.08,-0.28,-0.736
-1.322,1.102,1.388,0.442,0.301,-0.076,-1.629,-0.28,-0.365
-0.203,0.314,0.372,-0.495,0.636,-0.475,-0.132,-0.28,0.835
0.305,1.01,-0.847,-0.167,0.636,-0.719,-0.182,-0.28,0.995
0.027,0.534,-0.847,-0.635,0.133,-0.038,0.255,-0.28,0.306
0.525,-0.856,-0.847,0.02,-0.536,0.168,0.542,-0.28,0.542
-1.303,-0.856,1.247,-0.027,0.803,0.078,0.479,-0.28,-1.354
-1.255,1.89,-0.847,-0.354,0.97,1.236,-1.23,-0.28,0.097
-1.313,1.114,1.232,0.489,0.301,-2.044,0.392,-0.28,-0.356
0.477,1.114,-0.847,0.629,0.301,-2.082,0.354,-0.28,1.245
-1.207,-0.856,1.388,0.535,0.468,0.953,-0.955,-0.28,-1.398
-1.207,1.265,-0.847,0.535,0.468,-1.234,1.178,-0.28,-0.72
-1.399,-0.856,1.747,-0.073,0.636,-0.153,0.392,-0.28,-1.348
-0.145,0.442,0.513,-0.167,0.636,-0.809,-0.356,-0.28,0.215
0.314,0.824,0.919,-0.12,0.301,-1.337,-1.042,-0.28,0.623
0.305,0.824,-0.847,-2.555,0.301,0.348,0.604,-0.28,0.521
-1.293,1.149,-0.847,0.02,-0.536,0.168,0.542,-0.28,-0.723
-1.313,0.72,0.81,-0.167,0.133,-0.411,0.005,-0.28,-0.579
-1.274,-0.856,1.997,-0.027,1.473,-1.722,1.377,-0.28,-1.215
-0.04,0.5,0.575,0.442,0.133,-0.346,-1.342,-0.28,0.464
0.161,-0.856,0.825,-0.823,1.138,-0.256,0.13,-0.28,0.003
0.305,0.824,-0.847,-0.167,0.301,0.374,-1.055,-0.28,0.313
-1.207,1.276,1.388,0.582,0.468,-1.195,-0.93,-0.28,-0.409
0.075,0.697,-0.847,0.629,-0.034,-0.629,-0.169,-0.28,0.624
-1.274,1.172,-0.847,-0.495,-0.704,0.348,0.679,-0.28,-0.533
-1.303,-0.856,1.95,0.957,0.301,-1.915,1.19,-0.28,-1.513
0.305,-0.856,-0.847,-0.167,0.301,0.348,0.604,-0.28,-0.642
-1.389,1.021,1.122,-0.448,0.636,-0.642,-0.119,-0.28,-0.404
-1.207,-0.856,1.388,0.535,0.468,-1.234,1.178,-0.28,-1.561
-0.25,0.291,0.356,0.348,-0.034,-0.693,-0.307,-0.28,-0.121
-1.14,1.543,1.841,1.612,0.636,-1.941,-1.691,-0.28,0.241
-1.389,1.415,0.685,0.816,-0.034,-1.619,0.118,-0.28,-0.53
-1.121,1.033,1.153,0.723,0.301,-0.153,-1.654,-0.28,-0.514
-1.14,1.624,1.716,0.957,0.636,-1.967,-1.167,-0.28,-0.31
-1.188,1.624,1.528,0.863,0.468,-1.98,-0.868,-0.28,-0.165
-1.265,0.917,2.185,0.489,0.301,-0.488,-1.878,-0.28,-0.673
-1.399,0.361,2.169,0.676,-0.034,-0.102,-1.629,-0.28,-0.832
-1.169,1.566,1.669,0.91,0.133,-1.607,-1.304,-0.28,-0.295
-1.313,-0.683,2.2,-0.261,-0.034,0.618,-0.805,-0.28,-1.226
-1.217,1.16,2.044,2.174,0.133,-1.645,-2.015,-0.28,-0.687
-1.092,1.311,2.2,0.161,0.133,-0.964,-1.716,-0.28,-0.714
-0.93,0.14,2.122,1.472,-0.034,-0.642,-1.878,-0.28,-0.771
-1.198,1.207,2.075,1.847,0.133,-1.529,-1.99,-0.28,-0.383
-0.424,0.206,0.271,3.059,-0.034,-1.544,-0.975,-0.28,-0.43
0.307,-0.856,0.919,-0.144,0.301,0.373,-1.059,-0.28,0.059
-1.209,1.269,-0.847,0.549,0.485,0.958,-0.959,-0.28,-1.049
-1.294,1.815,-0.847,0.98,-0.469,-1.877,1.225,-0.28,-0.185
0.142,-0.856,0.821,1.865,0.719,-1.977,0.06,-0.28,-0.263
-1.417,1.58,-0.847,0.662,-0.519,-0.302,0.271,-0.28,-0.412
0.307,0.824,-0.847,-0.144,0.301,-1.36,0.629,-0.28,0.306
-1.24,-0.856,0.902,0.133,0.284,0.245,0.528,-0.28,-1.415
-1.225,0.824,0.919,-0.144,0.301,0.373,-1.059,-0.28,-0.614
-1.352,0.68,0.767,0.877,0.2,-0.732,-0.252,-0.28,0.037
-1.26,1.879,-0.847,-0.27,1.071,-1.622,1.486,-0.28,-0.171
0.178,-0.856,1.025,1.402,0.619,-1.218,-0.573,-0.28,-0.717
-1.225,0.824,0.919,-0.144,0.301,-1.36,0.629,-0.28,-0.574
-1.273,-0.856,1.288,-1.099,1.657,0.371,0.705,-0.28,-1.069
0.434,-0.856,1.308,0.816,0.77,-2.21,0.236,-0.28,0.168
-1.229,0.821,-0.847,-0.162,0.301,0.344,0.606,-0.28,-1.006
-0.184,0.424,0.499,0.648,-0.201,-1.0,-0.511,-0.28,-0.126
-1.175,-0.856,2.199,1.786,0.803,-0.967,-0.757,-0.28,-1.633
-1.248,-0.856,2.049,-0.696,1.573,1.306,-1.192,-0.28,-1.338
-0.082,-0.856,0.553,0.802,0.736,-0.535,-0.142,-0.28,-0.214
-1.265,0.507,0.586,0.062,0.15,-0.251,0.084,-0.28,-0.736
-1.322,1.107,1.383,0.428,0.368,-0.071,-1.622,-0.28,-0.365
-0.203,0.31,0.378,-0.514,0.703,-0.479,-0.133,-0.28,0.835
0.304,1.004,-0.847,-0.186,0.569,-0.724,-0.176,-0.28,0.995
0.027,0.531,-0.847,-0.621,0.167,-0.032,0.257,-0.28,0.306
0.529,-0.856,-0.847,0.016,-0.469,0.166,0.539,-0.28,0.542
-1.305,-0.856,1.241,-0.036,0.82,0.085,0.473,-0.28,-1.354
-1.255,1.888,-0.847,-0.364,0.954,1.24,-1.232,-0.28,0.097
-1.315,1.116,1.225,0.47,0.385,-2.043,0.396,-0.28,-0.356
0.472,1.109,-0.847,0.624,0.318,-2.082,0.358,-0.28,1.245
-1.209,-0.856,1.385,0.549,0.485,0.958,-0.959,-0.28,-1.398
-1.209,1.269,-0.847,0.549,0.485,-1.231,1.174,-0.28,-0.72
-1.401,-0.856,1.742,-0.064,0.636,-0.153,0.391,-0.28,-1.348
-0.143,0.445,0.521,-0.172,0.703,-0.813,-0.363,-0.28,0.216
0.314,0.828,0.922,-0.125,0.301,-1.335,-1.04,-0.28,0.624
0.302,0.821,-0.847,-2.541,0.301,0.344,0.606,-0.28,0.521
-1.296,1.144,-0.847,0.016,-0.469,0.166,0.539,-0.28,-0.723
-1.314,0.723,0.813,-0.162,0.217,-0.404,0.009,-0.28,-0.579
-1.273,-0.856,1.999,-0.008,1.473,-1.724,1.381,-0.28,-1.215
-0.04,0.497,0.575,0.423,0.133,-0.34,-1.347,-0.28,0.465
0.162,-0.856,0.833,-0.841,1.104,-0.254,0.13,-0.28,0.003
0.307,0.824,-0.847,-0.144,0.301,0.373,-1.059,-0.28,0.313
-1.205,1.275,1.391,0.573,0.502,-1.2,-0.936,-0.28,-0.409
0.075,0.693,-0.847,0.624,-0.118,-0.628,-0.168,-0.28,0.624
-1.276,1.173,-0.847,-0.485,-0.67,0.348,0.685,-0.28,-0.532
-1.299,-0.856,1.949,0.943,0.267,-1.915,1.186,-0.28,-1.513
0.302,-0.856,-0.847,-0.162,0.301,0.344,0.606,-0.28,-0.641
-1.385,1.017,1.119,-0.467,0.703,-0.647,-0.114,-0.28,-0.404
-1.209,-0.856,1.385,0.549,0.485,-1.231,1.174,-0.28,-1.561
-0.248,0.289,0.356,0.329,0.05,-0.693,-0.303,-0.28,-0.121
-0.08,0.362,0.431,1.317,0.468,-0.886,-1.171,-0.28,0.081
-1.14,1.347,1.467,-0.13,2.109,-1.734,-0.401,-0.28,-0.123
-1.221,0.815,0.908,1.804,0.652,-0.639,-1.443,-0.28,-1.156
-1.289,0.472,0.549,0.952,0.435,-1.452,0.697,-0.28,-0.948
-1.238,1.208,1.321,-0.659,2.025,-0.372,-0.985,-0.28,0.032
0.275,0.799,0.891,-0.645,2.661,-0.759,-1.526,-0.28,0.144
-1.316,-0.856,1.886,-1.085,1.958,-0.389,0.885,-0.28,-1.221
0.215,0.765,-0.847,1.495,-0.001,-0.996,-0.637,-0.28,-0.144
0.891,-0.856,-0.847,0.404,0.083,0.518,-0.539,-0.28,0.194
-1.173,0.869,0.966,-0.303,1.473,-0.252,-0.672,-0.28,-0.487
-1.23,1.91,-0.847,0.863,0.016,0.371,-1.119,-0.28,-0.536
0.276,0.799,-0.847,-0.64,0.636,-0.754,0.379,-0.28,0.568
0.226,-0.856,0.71,0.676,0.602,-0.174,-0.853,-0.28,-0.341
-1.246,-0.856,2.027,-0.701,0.903,0.235,-0.017,-0.28,-1.212
-1.333,1.074,1.18,-0.378,0.786,-1.162,0.146,-0.28,0.526
0.159,0.734,0.824,0.924,-0.034,-1.216,-1.475,-0.28,1.06
0.384,1.047,-0.847,0.418,-0.268,-1.324,0.005,-0.28,1.281
0.812,1.311,-0.847,0.456,0.066,-1.911,-0.208,-0.28,1.801
-0.013,0.638,0.722,-0.429,0.552,-1.901,0.391,-0.28,1.018
-0.278,0.269,0.335,0.573,0.351,-1.767,0.596,-0.28,-0.145
-1.115,-0.856,1.503,0.002,0.92,0.648,-0.557,-0.28,-1.065
-1.202,1.966,-0.847,-0.059,0.753,0.631,-0.946,-0.28,0.093
-1.157,1.323,1.441,1.013,0.853,-1.855,-0.797,-0.28,-0.03
0.162,-0.856,0.825,0.226,-0.017,-1.208,0.519,-0.28,0.409
0.352,-0.856,1.13,1.317,-0.084,-1.446,-0.461,-0.28,0.254
0.059,0.54,0.621,0.283,0.502,-0.881,-0.969,-0.28,0.478
0.425,1.072,-0.847,-0.354,0.451,-1.174,0.205,-0.28,1.522
0.715,-0.856,1.366,0.549,0.803,-2.206,0.06,-0.28,0.302
-1.427,1.537,1.667,-0.125,-0.118,-1.364,-0.474,-0.28,-0.15
0.396,0.866,-0.847,0.198,0.385,-0.282,-0.799,-0.28,0.994
-1.119,-0.856,2.28,-0.017,1.071,-1.59,0.903,-0.28,-1.241
0.312,-0.856,0.913,-0.546,0.652,-0.612,0.116,-0.28,0.158
0.385,-0.856,1.152,0.044,0.887,-1.322,0.076,-0.28,0.087
-1.354,1.043,1.149,2.582,-0.067,-1.342,-1.472,-0.28,-0.035
0.069,0.546,-0.847,-0.195,0.133,-0.836,0.697,-0.28,0.378
0.163,-0.856,0.825,1.317,0.82,-1.2,-0.366,-0.28,-0.236
-0.159,0.43,0.505,0.652,-0.051,-1.805,0.21,-0.28,0.343
